profile_id,condition,control_filler,gender,age_band,race,education,income,party,age,year_birth,ideology,household_size,social_class,region,urbanicity,religion,religiosity,born_again,trust_science_prior
P04515,High public trust,,Female,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,40,1986,liberal,2,upper class,west,suburbs of 12 largest smsas,none,,no,a great deal
P04516,High public trust,,Male,60+,Hispanic / Latino,Bachelor's degree,"$30,000 to $55,999",Independent,62,1964,"moderate, middle of the road",2,working class,midwest,,catholic,not very strong,yes,only some
P04517,High public trust,,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,60,1966,conservative,1,working class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,yes,
P04518,High public trust,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,71,1955,"moderate, middle of the road",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",protestant,,,
P04519,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,31,1995,liberal,2,middle class,northeast,"other rural (counties having no towns of 10,000 or more)",catholic,,no,a great deal
P04520,High public trust,,Female,30-44,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,32,1994,"moderate, middle of the road",2,working class,west,central city of 12 largest smsas,protestant,,yes,
P04521,High public trust,,Male,18-29,Hispanic / Latino,Bachelor's degree,"$100,000 to $167,999",Republican,26,2000,extremely conservative,2,middle class,south,"other urban (counties having towns of 10,000 or more)",catholic,,,
P04522,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,44,1982,slightly liberal,2,middle class,midwest,suburbs of 12 largest smsas,protestant,not very strong,no,only some
P04523,High public trust,,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,33,1993,"moderate, middle of the road",6,working class,south,"other rural (counties having no towns of 10,000 or more)",muslim/islam,,no,only some
P04524,High public trust,,Female,60+,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,61,1965,slightly conservative,3,working class,south,suburbs of the remaining 100 largest smsas,catholic,,no,only some
P04525,High public trust,,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,49,1977,"moderate, middle of the road",2,middle class,south,,none,,no,only some
P04526,High public trust,,Female,30-44,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Republican,41,1985,"moderate, middle of the road",9,lower class,south,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,
P04527,High public trust,,Male,18-29,Hispanic / Latino,Some college or Associate's degree,"$30,000 to $55,999",Republican,21,2005,slightly conservative,2,working class,west,suburbs of the remaining 100 largest smsas,catholic,not very strong,no,
P04528,High public trust,,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,74,1952,"moderate, middle of the road",2,middle class,midwest,,protestant,not very strong,no,
P04529,High public trust,,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,42,1984,slightly conservative,6,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,
P04530,High public trust,,Male,18-29,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,27,1999,"moderate, middle of the road",2,working class,south,,none,,no,only some
P04531,High public trust,,Female,60+,Black / African American,Bachelor's degree,"Less than $30,000",Democrat,80,1946,"moderate, middle of the road",1,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,yes,only some
P04532,High public trust,,Male,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Independent,62,1964,slightly conservative,2,middle class,northeast,,catholic,,no,a great deal
P04533,High public trust,,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,65,1961,slightly liberal,2,middle class,west,"other urban (counties having towns of 10,000 or more)",protestant,,,
P04534,High public trust,,Male,30-44,White / Caucasian,Less than high school,"$56,000 to $99,999",Republican,42,1984,"moderate, middle of the road",2,working class,midwest,suburbs of the remaining 100 largest smsas,protestant,,yes,a great deal
P04535,High public trust,,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,60,1966,slightly liberal,2,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,not very strong,no,only some
P04536,High public trust,,Female,60+,Other,High school diploma / GED,"$56,000 to $99,999",Independent,60,1966,"moderate, middle of the road",2,working class,west,,christian,,yes,
P04537,High public trust,,Female,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,42,1984,slightly liberal,2,working class,south,central city of 12 largest smsas,protestant,strong,yes,a great deal
P04538,High public trust,,Male,30-44,Hispanic / Latino,High school diploma / GED,"$30,000 to $55,999",Independent,42,1984,conservative,6,working class,midwest,"other urban (counties having towns of 10,000 or more)",none,no religion,no,
P04539,High public trust,,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,84,1942,slightly conservative,2,middle class,south,,catholic,,no,
P04540,High public trust,,Female,18-29,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,26,2000,slightly liberal,2,working class,west,central city of 12 largest smsas,none,,no,only some
P04541,High public trust,,Female,30-44,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,43,1983,"moderate, middle of the road",3,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,not very strong,no,a great deal
P04542,High public trust,,Female,45-59,Hispanic / Latino,Less than high school,"$30,000 to $55,999",Independent,47,1979,conservative,5,working class,west,suburbs of the remaining 100 largest smsas,catholic,strong,no,
P04543,High public trust,,Female,45-59,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Independent,48,1978,conservative,2,upper class,south,central city of the remainder of the 100 largest smsas,hinduism,,yes,only some
P04544,High public trust,,Female,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,60,1966,"moderate, middle of the road",2,middle class,south,suburbs of the remaining 100 largest smsas,protestant,strong,yes,only some
P04545,High public trust,,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,54,1972,slightly conservative,2,middle class,south,,protestant,,no,a great deal
P04546,High public trust,,Male,18-29,Hispanic / Latino,Bachelor's degree,"$56,000 to $99,999",Democrat,27,1999,liberal,2,middle class,west,central city of the remainder of the 100 largest smsas,catholic,,,
P04547,High public trust,,Male,30-44,Asian / Asian American,Bachelor's degree,"$168,000 or more",Democrat,33,1993,slightly liberal,3,middle class,northeast,central city of 12 largest smsas,none,,,
P04548,High public trust,,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,64,1962,slightly conservative,3,middle class,northeast,central city of 12 largest smsas,catholic,,no,only some
P04549,High public trust,,Female,45-59,Black / African American,Bachelor's degree,"$168,000 or more",Democrat,55,1971,slightly conservative,2,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,strong,no,a great deal
P04550,High public trust,,Female,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Democrat,72,1954,liberal,2,upper class,south,central city of the remainder of the 100 largest smsas,protestant,,no,
P04551,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,42,1984,"moderate, middle of the road",3,working class,northeast,,none,,no,hardly any
P04552,High public trust,,Female,18-29,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,28,1998,conservative,2,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,,,
P04553,High public trust,,Male,18-29,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,20,2006,liberal,4,middle class,west,suburbs of the remaining 100 largest smsas,none,,no,a great deal
P04554,High public trust,,Female,45-59,Black / African American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,54,1972,liberal,3,working class,south,suburbs of 12 largest smsas,catholic,,no,a great deal
P04555,High public trust,,Female,60+,Asian / Asian American,Some college or Associate's degree,"$100,000 to $167,999",Democrat,60,1966,"moderate, middle of the road",2,middle class,midwest,suburbs of 12 largest smsas,hinduism,,,
P04556,High public trust,,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,34,1992,slightly liberal,3,working class,west,,catholic,somewhat strong (vol.),no,a great deal
P04557,High public trust,,Female,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Independent,37,1989,"moderate, middle of the road",2,working class,south,suburbs of the remaining 100 largest smsas,protestant,,,
P04558,High public trust,,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,39,1987,extremely conservative,2,working class,west,central city of the remainder of the 100 largest smsas,protestant,strong,yes,hardly any
P04559,High public trust,,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Independent,55,1971,"moderate, middle of the road",4,working class,midwest,,catholic,,no,only some
P04560,High public trust,,Male,60+,Asian / Asian American,Bachelor's degree,"$56,000 to $99,999",Democrat,72,1954,"moderate, middle of the road",2,working class,northeast,suburbs of 12 largest smsas,hinduism,,no,
P04561,High public trust,,Female,60+,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,64,1962,slightly conservative,3,middle class,northeast,central city of 12 largest smsas,catholic,,no,only some
P04562,High public trust,,Male,30-44,Hispanic / Latino,Some college or Associate's degree,"$100,000 to $167,999",Democrat,43,1983,liberal,3,working class,south,suburbs of the remaining 100 largest smsas,catholic,,no,only some
P04563,High public trust,,Male,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Independent,37,1989,"moderate, middle of the road",2,working class,northeast,central city of 12 largest smsas,protestant,,yes,hardly any
P04564,High public trust,,Male,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,84,1942,extremely conservative,2,middle class,midwest,suburbs of the remaining 100 largest smsas,protestant,strong,yes,only some
P04565,High public trust,,Male,60+,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,70,1956,conservative,2,middle class,south,"other urban (counties having towns of 10,000 or more)",protestant,strong,yes,only some
P04566,High public trust,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,67,1959,"moderate, middle of the road",2,upper class,northeast,,protestant,,no,a great deal
P04567,High public trust,,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,38,1988,slightly conservative,2,working class,west,,catholic,,no,
P04568,High public trust,,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,76,1950,"moderate, middle of the road",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",catholic,not very strong,no,a great deal
P04569,High public trust,,Male,60+,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,75,1951,slightly liberal,2,working class,south,"other urban (counties having towns of 10,000 or more)",catholic,,no,only some
P04570,High public trust,,Male,45-59,White / Caucasian,High school diploma / GED,"$168,000 or more",Republican,55,1971,conservative,2,middle class,south,,protestant,,yes,a great deal
P04571,High public trust,,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,57,1969,slightly liberal,3,middle class,midwest,"other urban (counties having towns of 10,000 or more)",protestant,,no,a great deal
P04572,High public trust,,Male,60+,Black / African American,High school diploma / GED,"$100,000 to $167,999",Democrat,62,1964,"moderate, middle of the road",1,upper class,northeast,central city of 12 largest smsas,protestant,,yes,
